test_id,source,type,grade,elapsed_sec,question,gold_answers,answer,think_trace
V2-G0285,suite_v2,termination,PASS,93.1,HD현대일렉트릭이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,아니오 (해지 공시 없음),"아니오, HD현대일렉트릭이 체결한 단일판매·공급계약 중 이후 해지된 계약은 존재하지 않습니다.   근거: [전수 확인]","stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['HD현대일렉트릭'] 공시=['단일판매공급계약체결', '단일판매공급계약해지'] 집계=none 버전=latest_only | scope=in_scope | 하위질의 2개 근거 11건 | 게이트=answer(sufficient) | 검증경고: 답변에 근거(report_id/chunk_id) 인용이 없음 | elapsed 93.0s"
V2-G0286,suite_v2,termination,PASS,66.7,HMM가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,아니오 (해지 공시 없음),"아니오, HMM이 체결한 단일판매·공급계약 중 이후 해지된 계약은 존재하지 않습니다.   근거: [전수 확인]","stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['HMM'] 공시=['단일판매공급계약체결', '단일판매공급계약해지'] 집계=none 버전=latest_only | scope=in_scope | 하위질의 2개 근거 10건 | 게이트=answer(sufficient) | 검증경고: 답변에 근거(report_id/chunk_id) 인용이 없음 | elapsed 66.7s"
V2-G0287,suite_v2,termination,PASS,102.3,두산에너빌리티가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,아니오 (해지 공시 없음),"아니오, 두산에너빌리티가 체결한 단일판매·공급계약 중 이후 해지된 계약은 존재하지 않습니다.   근거: [전수 확인]","stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['두산에너빌리티'] 공시=['단일판매공급계약체결', '단일판매공급계약해지'] 집계=none 버전=latest_only | scope=in_scope | 하위질의 2개 근거 12건 | 게이트=answer(sufficient) | 검증경고: 답변에 근거(report_id/chunk_id) 인용이 없음 | elapsed 102.2s"
V2-G0288,suite_v2,termination,PASS,72.4,한미반도체가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,아니오 (해지 공시 없음),"아니오, 한미반도체가 체결한 단일판매·공급계약 중 이후 해지된 계약은 존재하지 않습니다.   근거: [전수 확인]","stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['한미반도체'] 공시=['단일판매공급계약체결', '단일판매공급계약해지'] 집계=none 버전=latest_only | scope=in_scope | 하위질의 2개 근거 13건 | 게이트=answer(sufficient) | 검증경고: 답변에 근거(report_id/chunk_id) 인용이 없음 | elapsed 72.4s"
V2-G0289,suite_v2,termination,PASS,56.3,레인보우로보틱스가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,아니오 (해지 공시 없음),"레인보우로보틱스의 공시 내용을 전수 확인한 결과, 단일판매·공급계약 중 이후 해지된 계약은 존재하지 않습니다.  근거: [전수 확인]","stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['레인보우로보틱스'] 공시=['단일판매공급계약체결', '단일판매공급계약해지'] 집계=none 버전=latest_only | scope=in_scope | 하위질의 2개 근거 8건 | 게이트=answer(sufficient) | 검증경고: 답변에 근거(report_id/chunk_id) 인용이 없음 | elapsed 56.2s"
V2-G0290,suite_v2,termination,PASS,57.7,현대글로비스가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,아니오 (해지 공시 없음),"아니오. 현대글로비스의 공시 40건 전체를 확인한 결과, 단일판매·공급계약체결 후 해지된 계약은 존재하지 않습니다.   근거: [전수 확인]","stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['현대글로비스'] 공시=['단일판매공급계약체결', '단일판매공급계약해지'] 집계=none 버전=latest_only | scope=in_scope | 하위질의 2개 근거 9건 | 게이트=answer(sufficient) | 검증경고: 답변에 근거(report_id/chunk_id) 인용이 없음 | elapsed 57.7s"
V2-G0291,suite_v2,termination,PASS,173.4,삼성바이오로직스가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,아니오 (해지 공시 없음),"아니오. 삼성바이오로직스의 공시 내역을 전수 확인한 결과, 단일판매·공급계약 중 해지된 계약에 관한 공시는 존재하지 않습니다.   근거: [전수 확인]","stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['삼성바이오로직스'] 공시=['단일판매공급계약체결', '단일판매공급계약해지'] 집계=none 버전=latest_only | scope=in_scope | 하위질의 2개 근거 13건 | 게이트=answer(sufficient) | 검증경고: 답변에 근거(report_id/chunk_id) 인용이 없음 | elapsed 173.4s"
V2-G0292,suite_v2,termination,PASS,50.4,NC가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,아니오 (해지 공시 없음),"아니오, NC가 체결한 단일판매·공급계약 중 이후 해지된 계약은 존재하지 않습니다.  근거: [전수 확인]","stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['NC'] 공시=['단일판매공급계약체결', '단일판매공급계약해지'] 집계=none 버전=latest_only | scope=in_scope | 하위질의 2개 근거 3건 | 게이트=answer(sufficient) | 검증경고: 답변에 근거(report_id/chunk_id) 인용이 없음 | elapsed 50.4s"
V2-G0293,suite_v2,termination,PASS,173.9,셀트리온이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,아니오 (해지 공시 없음),"아니오, 셀트리온이 체결한 단일판매·공급계약 중 이후 해지된 계약은 존재하지 않습니다.   근거: [전수 확인]","stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['셀트리온'] 공시=['단일판매공급계약체결', '단일판매공급계약해지'] 집계=none 버전=latest_only | scope=in_scope | 하위질의 2개 근거 11건 | 게이트=answer(sufficient) | 검증경고: 답변에 근거(report_id/chunk_id) 인용이 없음 | elapsed 173.9s"
V2-G0294,suite_v2,termination,PASS,51.8,LG씨엔에스가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,아니오 (해지 공시 없음),"아니오, LG씨엔에스가 체결한 단일판매·공급계약 중 이후 해지된 계약은 존재하지 않습니다.   근거: [전수 확인]","stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['LG씨엔에스'] 공시=['단일판매공급계약체결', '단일판매공급계약해지'] 집계=none 버전=latest_only | scope=in_scope | 하위질의 2개 근거 7건 | 게이트=answer(sufficient) | 검증경고: 답변에 근거(report_id/chunk_id) 인용이 없음 | elapsed 51.7s"
V2-G0295,suite_v2,termination,PASS,47.0,삼성전자가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,아니오 (해지 공시 없음),"아니오, 삼성전자가 체결한 단일판매·공급계약 중 이후 해지된 계약은 존재하지 않습니다.  근거: report_id(exchange_20250731800028), [전수 확인]","stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['삼성전자'] 공시=['단일판매공급계약체결', '단일판매공급계약해지'] 집계=none 버전=latest_only | scope=in_scope | 하위질의 2개 근거 1건 | 게이트=answer(sufficient) | elapsed 47.0s"
V2-G0296,suite_v2,termination,PASS,52.1,현대오토에버가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,아니오 (해지 공시 없음),"아니오, 현대오토에버가 체결한 단일판매·공급계약 중 이후 해지된 계약은 존재하지 않습니다.  근거: [전수 확인]","stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['현대오토에버'] 공시=['단일판매공급계약체결', '단일판매공급계약해지'] 집계=none 버전=latest_only | scope=in_scope | 하위질의 2개 근거 4건 | 게이트=answer(sufficient) | 검증경고: 답변에 근거(report_id/chunk_id) 인용이 없음 | elapsed 52.0s"
AB-ABS-H001,gold_abstention,hard_out,PASS,0.0,삼성전자 현재 주가가 얼마야?,,이 질문은 보유한 DART 공시 원문만으로 확인할 수 있는 범위를 벗어납니다. 범위 밖 항목: 실시간 주가·시세,stopped_at=scope_gate | hcx=0회 | plan: closed/lookup 회사=['삼성전자'] 공시=[] 집계=none 버전=latest_only | scope=hard_out_scope | elapsed 0.0s
AB-ABS-H002,gold_abstention,hard_out,PASS,0.0,SK하이닉스 오늘 최신 뉴스 세 건을 요약해줘.,,이 질문은 보유한 DART 공시 원문만으로 확인할 수 있는 범위를 벗어납니다. 범위 밖 항목: 최신 뉴스·기사,stopped_at=scope_gate | hcx=0회 | plan: open/summarize 회사=['SK하이닉스'] 공시=[] 집계=none 버전=latest_only | scope=hard_out_scope | elapsed 0.0s
AB-ABS-H003,gold_abstention,hard_out,PASS,0.0,현대자동차 주가가 다음 달에 오를지 예측해줘.,,이 질문은 보유한 DART 공시 원문만으로 확인할 수 있는 범위를 벗어납니다. 범위 밖 항목: 미래 예측,stopped_at=scope_gate | hcx=0회 | plan: unknown/unknown 회사=['현대자동차'] 공시=[] 집계=none 버전=latest_only | scope=hard_out_scope | elapsed 0.0s
AB-ABS-H004,gold_abstention,hard_out,PASS,0.0,삼성SDI 지금 매수해도 될지 추천해줘.,,이 질문은 보유한 DART 공시 원문만으로 확인할 수 있는 범위를 벗어납니다. 범위 밖 항목: 투자·매매 추천,stopped_at=scope_gate | hcx=0회 | plan: unknown/unknown 회사=['삼성SDI'] 공시=[] 집계=none 버전=latest_only | scope=hard_out_scope | elapsed 0.0s
AB-ABS-H005,gold_abstention,hard_out,PASS,0.0,LG에너지솔루션의 목표주가를 계산해줘.,,이 질문은 보유한 DART 공시 원문만으로 확인할 수 있는 범위를 벗어납니다. 범위 밖 항목: 미래 예측,stopped_at=scope_gate | hcx=0회 | plan: unknown/unknown 회사=['LG에너지솔루션'] 공시=[] 집계=none 버전=latest_only | scope=hard_out_scope | elapsed 0.0s
AB-ABS-H006,gold_abstention,hard_out,PASS,0.0,NAVER 실시간 시가총액을 알려줘.,,이 질문은 보유한 DART 공시 원문만으로 확인할 수 있는 범위를 벗어납니다. 범위 밖 항목: 실시간 주가·시세,stopped_at=scope_gate | hcx=0회 | plan: open/summarize 회사=['NAVER'] 공시=[] 집계=none 버전=latest_only | scope=hard_out_scope | elapsed 0.0s
AB-ABS-H007,gold_abstention,hard_out,PASS,0.0,카카오 최근 기사와 시장 반응을 찾아 요약해줘.,,이 질문은 보유한 DART 공시 원문만으로 확인할 수 있는 범위를 벗어납니다. 범위 밖 항목: 최신 뉴스·기사,stopped_at=scope_gate | hcx=0회 | plan: open/summarize 회사=['카카오'] 공시=[] 집계=none 버전=latest_only | scope=hard_out_scope | elapsed 0.0s
AB-ABS-H008,gold_abstention,hard_out,PASS,0.0,원달러 환율 변화가 삼성전자 내년 실적에 미칠 영향을 예측해줘.,,이 질문은 보유한 DART 공시 원문만으로 확인할 수 있는 범위를 벗어납니다. 범위 밖 항목: 미래 예측,stopped_at=scope_gate | hcx=0회 | plan: unknown/unknown 회사=['삼성전자'] 공시=[] 집계=none 버전=latest_only | scope=hard_out_scope | elapsed 0.0s
AB-ABS-H009,gold_abstention,hard_out,PASS,0.0,한화오션의 향후 1년 부도확률을 예상해줘.,,이 질문은 보유한 DART 공시 원문만으로 확인할 수 있는 범위를 벗어납니다. 범위 밖 항목: 미래 예측,stopped_at=scope_gate | hcx=0회 | plan: unknown/unknown 회사=['한화오션'] 공시=[] 집계=none 버전=latest_only | scope=hard_out_scope | elapsed 0.0s
AB-ABS-H010,gold_abstention,hard_out,PASS,0.0,POSCO홀딩스 다음 분기 실적을 전망해줘.,,이 질문은 보유한 DART 공시 원문만으로 확인할 수 있는 범위를 벗어납니다. 범위 밖 항목: 미래 예측,stopped_at=scope_gate | hcx=0회 | plan: unknown/unknown 회사=['POSCO홀딩스'] 공시=[] 집계=none 버전=latest_only | scope=hard_out_scope | elapsed 0.0s
AB-ABS-H011,gold_abstention,hard_out,PASS,0.0,삼성전자 내일 시가가 오를까 내릴까?,,이 질문은 보유한 DART 공시 원문만으로 확인할 수 있는 범위를 벗어납니다. 범위 밖 항목: 미래 예측,stopped_at=scope_gate | hcx=0회 | plan: unknown/unknown 회사=['삼성전자'] 공시=[] 집계=none 버전=latest_only | scope=hard_out_scope | elapsed 0.0s
AB-ABS-H012,gold_abstention,hard_out,PASS,0.0,삼성전자와 SK하이닉스 중 어느 종목을 사야 할지 투자 추천해줘.,,이 질문은 보유한 DART 공시 원문만으로 확인할 수 있는 범위를 벗어납니다. 범위 밖 항목: 투자·매매 추천,"stopped_at=scope_gate | hcx=0회 | plan: unknown/compare 회사=['삼성전자', 'SK하이닉스'] 공시=[] 집계=none 버전=latest_only | scope=hard_out_scope | elapsed 0.0s"
AB-ABS-A001,gold_abstention,ambiguous,PASS,0.0,삼성전자 공시 알려줘.,,질문의 대상을 특정하기 어렵습니다. 요약할 공시 종류나 기간이 필요합니다. 회사명·공시 종류·기간 중 필요한 것을 알려주시면 찾아드리겠습니다.,stopped_at=clarify_gate | hcx=0회 | plan: open/summarize 회사=['삼성전자'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | elapsed 0.0s
AB-ABS-A002,gold_abstention,ambiguous,PASS,0.0,그 회사 계약금액은 얼마야?,,질문의 대상을 특정하기 어렵습니다. 회사명이 필요합니다. 회사명·공시 종류·기간 중 필요한 것을 알려주시면 찾아드리겠습니다.,stopped_at=clarify_gate | hcx=0회 | plan: closed/lookup 회사=[] 공시=[] 집계=none 버전=latest_only | scope=possibly_scope | elapsed 0.0s
AB-ABS-A003,gold_abstention,ambiguous,PASS,0.0,작년 실적이 어떻게 됐어?,,질문의 대상을 특정하기 어렵습니다. 회사명이 필요합니다. 회사명·공시 종류·기간 중 필요한 것을 알려주시면 찾아드리겠습니다.,stopped_at=clarify_gate | hcx=0회 | plan: unknown/unknown 회사=[] 공시=[] 집계=none 버전=latest_only | scope=possibly_scope | elapsed 0.0s
AB-ABS-A004,gold_abstention,ambiguous,PASS,0.0,가장 최근 자료에 나온 그 수치가 얼마야?,,질문의 대상을 특정하기 어렵습니다. 회사명이 필요합니다. 회사명·공시 종류·기간 중 필요한 것을 알려주시면 찾아드리겠습니다.,stopped_at=clarify_gate | hcx=0회 | plan: closed/lookup 회사=[] 공시=[] 집계=none 버전=latest_only | scope=possibly_scope | elapsed 0.0s
AB-ABS-A005,gold_abstention,ambiguous,PASS,0.0,두 회사를 비교해줘.,,질문의 대상을 특정하기 어렵습니다. 회사명이 필요합니다. 회사명·공시 종류·기간 중 필요한 것을 알려주시면 찾아드리겠습니다.,stopped_at=clarify_gate | hcx=0회 | plan: unknown/compare 회사=[] 공시=[] 집계=none 버전=latest_only | scope=possibly_scope | elapsed 0.0s
AB-ABS-A006,gold_abstention,ambiguous,PASS,0.0,계약이 바뀌었어?,,질문의 대상을 특정하기 어렵습니다. 회사명이 필요합니다. 회사명·공시 종류·기간 중 필요한 것을 알려주시면 찾아드리겠습니다.,stopped_at=clarify_gate | hcx=0회 | plan: unknown/unknown 회사=[] 공시=[] 집계=none 버전=latest_only | scope=possibly_scope | elapsed 0.0s
AB-ABS-A007,gold_abstention,ambiguous,PASS,0.0,이 공시에서 중요한 내용을 설명해줘.,,질문의 대상을 특정하기 어렵습니다. 회사명이 필요합니다. 회사명·공시 종류·기간 중 필요한 것을 알려주시면 찾아드리겠습니다.,stopped_at=clarify_gate | hcx=0회 | plan: open/summarize 회사=[] 공시=[] 집계=none 버전=latest_only | scope=possibly_scope | elapsed 0.0s
AB-ABS-A008,gold_abstention,ambiguous,PASS,0.0,매출액은 얼마야?,,질문의 대상을 특정하기 어렵습니다. 회사명이 필요합니다. 회사명·공시 종류·기간 중 필요한 것을 알려주시면 찾아드리겠습니다.,stopped_at=clarify_gate | hcx=0회 | plan: closed/lookup 회사=[] 공시=[] 집계=none 버전=latest_only | scope=possibly_scope | elapsed 0.0s
AB-ABS-A009,gold_abstention,ambiguous,PASS,0.0,대량보유한 사람은 누구야?,,질문의 대상을 특정하기 어렵습니다. 회사명이 필요합니다. 회사명·공시 종류·기간 중 필요한 것을 알려주시면 찾아드리겠습니다.,stopped_at=clarify_gate | hcx=0회 | plan: closed/lookup 회사=[] 공시=[] 집계=none 버전=latest_only | scope=possibly_scope | elapsed 0.0s
AB-ABS-A011,gold_abstention,ambiguous,PASS,0.0,투자금액 알려줘.,,질문의 대상을 특정하기 어렵습니다. 회사명이 필요합니다. 회사명·공시 종류·기간 중 필요한 것을 알려주시면 찾아드리겠습니다.,stopped_at=clarify_gate | hcx=0회 | plan: open/summarize 회사=[] 공시=[] 집계=none 버전=latest_only | scope=possibly_scope | elapsed 0.0s
AB-ABS-A012,gold_abstention,ambiguous,PASS,0.0,1분기와 2분기의 차이는 무엇인가?,,질문의 대상을 특정하기 어렵습니다. 회사명이 필요합니다. 회사명·공시 종류·기간 중 필요한 것을 알려주시면 찾아드리겠습니다.,stopped_at=clarify_gate | hcx=0회 | plan: closed/lookup 회사=[] 공시=[] 집계=none 버전=latest_only | scope=possibly_scope | elapsed 0.0s
AB-ABS-N001,gold_abstention,no_answer_in_doc,PASS,51.6,삼성전자의 2025년 7월 31일 단일판매·공급계약 공시에 기재된 직원 수는 몇 명인가?,,"제공된 근거로는 확인할 수 없습니다.   근거: report_id(exchange_20250731800028), chunk_id(exchange_20250731800028::main::C1)","stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['삼성전자'] 공시=['단일판매공급계약체결', '단일판매공급계약해지'] 집계=none 버전=latest_only | scope=in_scope | 하위질의 2개 근거 1건 | 게이트=answer(sufficient) | elapsed 51.6s"
AB-ABS-N002,gold_abstention,no_answer_in_doc,PASS,75.6,SK하이닉스의 2024년 4월 24일 신규시설투자 공시에 기재된 배당금은 얼마인가?,,"필수 항목(배당, 배당금)을 공시 근거에서 확인할 수 없어 답변하지 않습니다.","stopped_at=abstention_gate | hcx=0회 | plan: closed/lookup 회사=['SK하이닉스'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 3건 | 재검색 2회 | 충분성 미달: 근거에서 확인되지 않은 항목: 배당, 배당금 | 게이트=abstain(required_fields_missing) | elapsed 75.5s"
AB-ABS-N003,gold_abstention,no_answer_in_doc,PASS,26.7,LG에너지솔루션의 2024년 1월 26일 공급계약 공시에 기재된 연구개발 인력 수는 몇 명인가?,,"제공된 근거로는 확인할 수 없습니다.  근거: report_id(exchange_20240126800734, exchange_20240517800071, exchange_20241008800163, exchange_20240702800004, exchange_20241015800261)",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['LG에너지솔루션'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 5건 | 게이트=answer(sufficient) | elapsed 26.6s
AB-ABS-N004,gold_abstention,no_answer_in_doc,PASS,30.3,삼성중공업의 2023년 12월 14일 공급계약 공시에 기재된 산업재해 건수는 몇 건인가?,,제공된 근거에는 삼성중공업의 2023년 12월 14일에 관한 정보가 포함되어 있지 않습니다. 따라서 요청하신 정보를 확인할 수 없습니다.  근거: 없음,stopped_at=answered | hcx=1회 | plan: closed/count 회사=['삼성중공업'] 공시=[] 집계=count 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | 검증경고: 답변에 근거(report_id/chunk_id) 인용이 없음 | elapsed 30.3s
AB-ABS-N005,gold_abstention,no_answer_in_doc,PASS,121.7,한화오션의 2023년 6월 29일 공급계약 공시에 기재된 탄소배출량은 얼마인가?,,필수 항목(한화오션)을 공시 근거에서 확인할 수 없어 답변하지 않습니다.,stopped_at=abstention_gate | hcx=0회 | plan: closed/lookup 회사=['한화오션'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 재검색 2회 | 충분성 미달: 근거에서 확인되지 않은 항목: 한화오션 | 게이트=abstain(required_fields_missing) | elapsed 121.7s
AB-ABS-N006,gold_abstention,no_answer_in_doc,PASS,31.4,HD현대일렉트릭의 2023년 12월 13일 신규시설투자 공시에 기재된 고객만족도는 얼마인가?,,제공된 근거로는 확인할 수 없습니다.  근거: 없음,stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['HD현대일렉트릭'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | 검증경고: 답변에 근거(report_id/chunk_id) 인용이 없음 | elapsed 31.3s
AB-ABS-N007,gold_abstention,no_answer_in_doc,PASS,198.5,현대자동차의 2023년 5월 9일 대량보유보고서에 기재된 계약금액은 얼마인가?,,필수 항목(계약금액)을 공시 근거에서 확인할 수 없어 답변하지 않습니다.,stopped_at=abstention_gate | hcx=0회 | plan: closed/lookup 회사=['현대자동차'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 재검색 2회 | 충분성 미달: 근거에서 확인되지 않은 항목: 계약금액 | 게이트=abstain(required_fields_missing) | elapsed 198.5s
AB-ABS-N008,gold_abstention,no_answer_in_doc,PASS,88.3,삼성전자의 2023년 1월 20일 대량보유보고서에 기재된 평균임금은 얼마인가?,,"삼성전자의 2023년 1월 20일 대량보유보고서에 기재된 평균임금에 대한 정보는 제공된 근거에서 찾을 수 없습니다. 따라서 해당 정보를 확인할 수 없습니다.  근거: holding_20230120000563, holding_20230203000495",stopped_at=answered | hcx=1회 | plan: closed/calculate 회사=['삼성전자'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 88.3s
AB-ABS-N009,gold_abstention,no_answer_in_doc,PASS,25.4,삼성전자의 2024년 11월 18일 자기주식취득결정 보고서에 기재된 본사 주차면 수는 몇 개인가?,,제공된 근거에는 삼성전자의 본사 주차면 수에 대한 정보가 포함되어 있지 않습니다. 따라서 해당 정보를 확인할 수 없습니다.  근거: none,stopped_at=answered | hcx=1회 | plan: closed/count 회사=['삼성전자'] 공시=['주요사항보고서(자기주식취득결정)'] 집계=count 버전=latest_only | scope=in_scope | 하위질의 1개 근거 6건 | 게이트=answer(sufficient) | 검증경고: 답변에 근거(report_id/chunk_id) 인용이 없음 | elapsed 25.4s
AB-ABS-N010,gold_abstention,no_answer_in_doc,PASS,37.0,현대자동차의 2024년 11월 27일 자기주식취득결정 보고서에 기재된 특허 등록 건수는 몇 건인가?,,"제공된 근거로는 확인할 수 없습니다.  근거: report_id(major_20241127000199), chunk_id(major_20241127000199::main::C1, C2, C3, C4, C5)",stopped_at=answered | hcx=1회 | plan: closed/count 회사=['현대자동차'] 공시=['주요사항보고서(자기주식취득결정)'] 집계=count 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 36.9s
AB-ABS-N011,gold_abstention,no_answer_in_doc,PASS,27.3,POSCO홀딩스의 2024년 7월 12일 자기주식취득결정 보고서에 기재된 노조 가입자 수는 몇 명인가?,,"제공된 근거로는 확인할 수 없습니다.  근거: report_id(major_20240712000097, chunk_id(major_20240712000097::main::C1, C2, C3, C4))",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['POSCO홀딩스'] 공시=['주요사항보고서(자기주식취득결정)'] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 4건 | 게이트=answer(sufficient) | elapsed 27.3s
AB-ABS-N012,gold_abstention,no_answer_in_doc,PASS,33.8,현대모비스의 2024년 2월 16일 자기주식취득결정 보고서에 기재된 전력사용량은 얼마인가?,,제공된 근거로는 현대모비스의 2024년 2월 16일 자기주식취득결정에 관한 전력사용량 정보를 확인할 수 없습니다.  근거: major_20240216001385,stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['현대모비스'] 공시=['주요사항보고서(자기주식취득결정)'] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 33.8s
AB-ABS-W001,gold_abstention,wrong_entity,PASS,0.0,쿠팡의 최근 사업보고서 매출액은 얼마인가?,,쿠팡 은(는) 제공된 DART 공시 코퍼스에 없는 회사입니다. 해당 회사의 공시 정보는 확인할 수 없습니다.,stopped_at=scope_gate | hcx=0회 | plan: closed/lookup 회사=[] 공시=[] 집계=none 버전=latest_only | scope=possibly_scope | elapsed 0.0s
AB-ABS-W002,gold_abstention,wrong_entity,PASS,0.0,우아한형제들의 공시된 영업이익은 얼마인가?,,우아한형제들 은(는) 제공된 DART 공시 코퍼스에 없는 회사입니다. 해당 회사의 공시 정보는 확인할 수 없습니다.,stopped_at=scope_gate | hcx=0회 | plan: closed/lookup 회사=[] 공시=[] 집계=none 버전=latest_only | scope=possibly_scope | elapsed 0.0s
AB-ABS-W003,gold_abstention,wrong_entity,PASS,0.0,비바리퍼블리카의 2024년 자산총계를 알려줘.,,비바리퍼블리카 은(는) 제공된 DART 공시 코퍼스에 없는 회사입니다. 해당 회사의 공시 정보는 확인할 수 없습니다.,stopped_at=scope_gate | hcx=0회 | plan: open/summarize 회사=[] 공시=[] 집계=none 버전=latest_only | scope=possibly_scope | elapsed 0.0s
AB-ABS-W004,gold_abstention,wrong_entity,PASS,0.0,당근마켓의 최근 대량보유보고서 제출인은 누구인가?,,당근마켓 은(는) 제공된 DART 공시 코퍼스에 없는 회사입니다. 해당 회사의 공시 정보는 확인할 수 없습니다.,stopped_at=scope_gate | hcx=0회 | plan: closed/lookup 회사=[] 공시=[] 집계=none 버전=latest_only | scope=possibly_scope | elapsed 0.0s
AB-ABS-W005,gold_abstention,wrong_entity,PASS,0.0,컬리의 신규시설투자 금액은 얼마인가?,,컬리 은(는) 제공된 DART 공시 코퍼스에 없는 회사입니다. 해당 회사의 공시 정보는 확인할 수 없습니다.,stopped_at=scope_gate | hcx=0회 | plan: closed/lookup 회사=[] 공시=[] 집계=none 버전=latest_only | scope=possibly_scope | elapsed 0.0s
AB-ABS-W006,gold_abstention,wrong_entity,PASS,0.0,야놀자가 체결한 단일판매·공급계약 금액을 알려줘.,,야놀자 은(는) 제공된 DART 공시 코퍼스에 없는 회사입니다. 해당 회사의 공시 정보는 확인할 수 없습니다.,stopped_at=scope_gate | hcx=0회 | plan: open/summarize 회사=[] 공시=['단일판매공급계약체결'] 집계=none 버전=latest_only | scope=possibly_scope | elapsed 0.0s
AB-ABS-W007,gold_abstention,wrong_entity,PASS,0.0,무신사의 최근 정정공시 내용을 요약해줘.,,무신사 은(는) 제공된 DART 공시 코퍼스에 없는 회사입니다. 해당 회사의 공시 정보는 확인할 수 없습니다.,stopped_at=scope_gate | hcx=0회 | plan: open/summarize 회사=[] 공시=[] 집계=none 버전=latest_only | scope=possibly_scope | elapsed 0.0s
AB-ABS-W008,gold_abstention,wrong_entity,PASS,0.0,직방의 2025년 사업보고서 자본총계는 얼마인가?,,직방 은(는) 제공된 DART 공시 코퍼스에 없는 회사입니다. 해당 회사의 공시 정보는 확인할 수 없습니다.,stopped_at=scope_gate | hcx=0회 | plan: closed/lookup 회사=[] 공시=[] 집계=none 버전=latest_only | scope=possibly_scope | elapsed 0.0s
